no,text,tags,emotion
45,2022.04.04.★운동: 팔굽혀펴기(20x5) + 풀업(밴드 5x5) + 복근(16x5) + 덤벨숄더프레스(10kg10kg 10x5)★식단: 현미밥(140g) + 닭가슴살(100g) + 닭가슴살스테이크(100g) + 야채 + 나랑드사이다- 회사에서 운동할 시간이 있으니 회사에서 운동을 열심히하게 된다. 센터안간 지 일주일 된 거 같은데 회사에서 운동하고 센터까지 갈 의지가 없는건지...힘든건지...요즘 안좋은 일 들이 있어서 싱숭생숭...마음이 안좋았는데 이럴 때 운동하면 잊혀지는 법인데 이번엔 그렇지 못했던 거 같다...그래도 흐트러지지말고 단단한 사람이 되어야지!더 열심히 더 열정적으로 살아야겠다!💪,"['#오운완', '#팔굽혀펴기', '#풀업', '#band', '#복근', '#점심', '#어깨']",행복
46,"평범했던 나를억대연봉 능력맘으로만들어 준 지금의 일‘◡’⠀의심,고민 하지 말고꼭 도전해보세요♥️♥️...........","['#행복여행', '#행복나눔', '#행복함', '#행복미소', '#행복비타민', '#행복', '#행벽해요', '#행복한바오밥', '#행복얼라이언스', '#행봇해지기', '#행복하다그램', '#행복해요', '#행복한만남', '#행복은가까이에', '#행복했어요', '#행복한저녁', '#행복한생일', '#행복한생일', '#행복스타그램', '#행복만들기', '#행복드림구장', '#행복하세요', '#행복해야해', '#행복해그램', '#행복이별거냐', '#행복해라', '#행복하니', '#행복하게살자', '#행복그램', '#행복하자우리']",행복
47,.가끔 시간이 될때는 아들의 운전기사가 되어준답니다.운전기사가 되어도 너무나도 행복합니다💕 아들이 맛집을 검색해서 찾아간 곳이 인사동이네요~엄마가 좋아할것 같은 곳을 찾아봐준 아들이 어찌나 사랑스럽던지요🥰이런 아들이 곁에 있음에 참으로 감사하다는 생각이 또 드는 날이었어요~,"['#인사동', '#아들과데이트', '#인사동맛집', '#꽃밥에피다', '#보자기비빔밥', '#별솔캘리그라피', '#동탄맘', '#행복']",행복
48,오늘은 소곱창 캬~비쥬얼보소! 너무 너무 맛있다!ㅋ.ㅋ남편이랑 결혼전 자주오던 합정맛집인데..결혼후 증말 오랜만에 먹으러왔어요!올만에와도 증말 곱창 이렇게 맛있기있긔💕 곱창 맛도 안에 꽉찬 곱도 그대로인데이 분위기 너무 좋고 오랜만에 맥주도한잔하고 기분이 너무 좋음!ㅋ.ㅋ둘이서 모듬으로다가 3인분 시켜먹그눈꽃치즈 볶음밥으로 마무리!!ㅋㅋㅋ곱창 먹고 신나고 데이트에 신나고추억돋고 넘나 ,"['#행복', '#합정곱창', '#합정역곱창', '#합정맛집', '#돌황소곱창', '#곱창맛집', '#소곱창맛집', '#곱창맛집추천', '#합정동곱창', '#합정소곱창']",행복
49,🌸떨어진 꽃 얼른 주워서금강이 머리에 벚꽃 핀 ! 다들 강아지 사진에 애기 사진 찍느라 난리던데 나는 금강이 사진 수십 장 ㅋㅋㅋ금강이는 해탈 😌아 이뿌다 ,"['#벚꽃', '#일상', '#행복']",행복
50,대박대박이게뭔일이야 서근태 진짜 짱 내가진짜노래불럿는데 이렇게서프라이즈할줄이야나초코롤빵하나면됬는데-----,"['#포켓몬빵', '#초코롤빵', '#배부르지만먹는다', '#행복']",행복
51,신청평 대교 벚꽃터널구경~~날씨만 좋았으면 더 예뻣을텐데 아쉽^^본부 우수비피 행사맛난것도 먹고~~오랜만의 만남이라 더 행복한 하루~~,"['#봄', '#벚꽃', '#청평', '#바람', '#리엔케이', '#나들이', '#행복', '#하루']",행복
52,주말 벚꽃구경하러 간 서울숲공원~!꽃반 사람반에 주차대란이었지만 화창한 날씨와 너무 예쁜 경치덕분에 행복했던 주말~ 다음엔 돗자리 가지고 와서 치맥 해야지~ ...,"['#벚꽃놀이🌸', '#서울숲', '#사람구경👀', '#화창한날씨☀️', '#봄나들이', '#강아지산책🐶', '#로또', '#행복']",행복
53,메리골드 (marigold)반드시 오고야 말 행복😊플레르가 그대의 행복이 되어 줄게요😁📷 : Abigail Bellen,"['#봄', '#꽃', '#마리골드', '#행복', '#부산커뮤니티', '#좋은글', '#짧은글귀', '#꽃말', '#일상', '#spring', '#flower', '#marigold']",행복
54,일상이 행복으로 가득하다면행복의 감사를 모를 수 있겠지만어떤 상황이라도 감사하다고 생각해보자.,"['#행복', '#일상', '#만남', '#빠레뜨한남', '#맛집', '#힐링', '#감사', '#점심', '#초대']",행복
55,"나의 정체성, 나를 둘러싼 상황, 내가 진 '행복, 불안, 사랑'에 대한 감정을 같이 연구해볼거에요. 단순히 옳고 그른 삶의 방식을 이야기하는 자리가 아니에요.단어, 작동원리 하나씩 객관적으로 살펴보며 내가 가진 물음을 깊게 탐구해보자고요!🍀 <마음연구소> 정규 독서모임을 모집합니다. 모임 지기는 강준욱님으로 10년간 독서모임에 참여와 진행을 맡으셨어요! 현재는 쓰기 위한 여정 중에 있습니다. 🍀 긍정심리학이 더이상 반갑지 않고, 철학이 처음이신 분들에게 마음연구소를 권해드립니다-🍀 모집 기간 : 4/14-5/1일모임 일정 및 진행방식은 게시된 차트를 참고해주세요!🍀 신청은 프로필 하단 링크 또는 dm으로 문의바랍니다",[],행복
56,3월의 밀린기록1.애미 초심잃을까봐 한번씩 눕고보는 서빈이는 참 지랄맞은 친구 ㅡ 개가 똥을 끊지.. 쯔쯔... 💩 2.9살이 되었어도 여전히 재밌게 드시는 서준이는 참 한결같은 친구3.9살이 되었어도 늘 혼자 넘어지고 자빠지는 서준이는 참 재미나게 사는 친구,"['#남매맘', '#어쩔티비', '#도치맘', '#아롱이다롱이', '#내새끼최고', '#행복', '#육아전쟁', '#육아고통', '#사랑', '#럽스타', '#가족', '#일상', '#소통', '#엄마일상', '#애증', '#책육아', '#공부', '#학교', '#등교', '#원주', '#협찬', '#이벤트', '#리뷰', '#홍보', '#라이더', '#라방']",행복
57,첫줄유아우비 런칭기념 이벤트~!!아땅뜨 우비 50% 할인~!!!대한민국 최고의 가성비 우비~!!최고급 tpu 원단~!! 어머님들 가격에 한번 놀라시고 원단에 두번놀라시고 디자인에 세번 놀라시는 그우비 입니다~^_^;;특수제작 방수지퍼 사용~!! 최고의 디자인~ !!가성비 최고의 가격~!!![어머님들 구매평들이 너무 좋아요~!!^_^v]아이 안전을 위한 kc인증은 물론 sgs인증까지 완료~!!런칭 기념 쫌많이 할인중~!! 조카 선물용으로 최고~!!!!!!프로필 url 클릭 해서셔 구경 오세요~~!!!.....,"['#유아우비', '#10월', '#우비', '#아동우비', '#어린이우비', '#여행', '#캠핑', '#휴가', '#추억', '#애완', '#동물', '#사랑', '#행복', '#슬픔', '#이별', '#남친', '#여친', '#커플', '#데이트', '#취미', '#자동차', '#유아우비', '#게임', '#애니', '#책', '#유머', '#사진', '#음악', '#트로트', '#독서']",행복
58,두정동 카페 디에떼🌺형형색색의 꽃들로 인테리어한 이쁜 카페내 사랑과 창가에 앉아 맑은 날씨와 봄을 즐기고 왔다❤️,"['#연애', '#사랑', '#커플', '#내사랑', '#내남자', '#사랑해', '#데이트', '#디에떼', '#카페', '#이쁜카페', '#cafe', '#딸기라떼', '#아이스아메리카노', '#존맛', '#달달', '#디저트', '#기념사진', '#이쁜사진', '#여유', '#행복', '#힐링', '#즐거움', '#주말', '#일상', '#럽스타그램', '#커플스타그램', '#사진스타그램', '#일상스타그램', '#인스타그램']",행복
59,첫줄레이저 각인 지포 라이터 오픈기념 엄청난 이벤트 합니다~!!!^_^v정품 EARTH 오일 라이터에 이쁘게 각인해 드립니다~아버지 친구 남친 선물용으로도 좋구 커플 라이터로도 좋아요~~캠핑 다니시는 분들도 라이터들 많이들 구매 하시더라구요~ 레이저로 각인을 하여 평생 지워지지않는 나만의 지포 라이터~ 이름 이니셜 간단한 문구 같은건 무료각인 서비스 해드리구요~ 만화 이미지 사진 같은건 메일로 보내주시면 예쁘게 각인해 드립니다~라이터+단면/양면 문구나 이니셜 각인 단돈 9900원라이터+단면 사진이나 이미지각인  15000원라이터+양면 사진이나 이미지각인 19000원가격이 싸다고 저가 레이저 장비나 다이아몬드 각인 같은게 아닌 최신 mopa레이저 장비 도입 하였습니다~정말 단지 오픈이벤트로 많은분들에게 입소문 나기위한 이벤트 입니다~!!거기다 후기 이벤트 합니다~~물건 받으시고 사진후기+한달후기 총 2개 작성하시고 저한테 인증톡 보내주시는 분들에게 지포 라이터 소모품이자 필수품인.. 1.부싯돌2.심지3.기름4.인서트마개5.무료배송이렇게 총 4가지선물을 무료배송으로 보내드립니다~!!!후기 이벤트 선물이 라이터가격보다 더 비쌉니다~!!ㅎㅎㅎ진짜 사장님이 미쳤어요 이벤트 입니다~ㅋㅋㅋ 인스타 메인에 있는 URL 클릭하면 구경오실수 있습니다~.....,"['#지포라이터', '#커플선물', '#선물', '#남친선물', '#레이저각인', '#여행', '#캠핑', '#휴가', '#추억', '#애완', '#동물', '#사랑', '#행복', '#슬픔', '#이별', '#남친', '#여친', '#커플', '#데이트', '#취미', '#자동차', '#아이템', '#게임', '#애니', '#책', '#유머', '#사진', '#음악', '#트로트', '#독서']",행복
60,독서넣어놓고독서근처카페크로와상 샌드위치아이스아메리카노특명 크로와상 2개포장이시간이 꿀같구나,"['#주부', '#일상', '#여유', '#행복', '#독서', '#독서육아', '#둥이육아', '#둥이일상', '#둥이모델', '#레이지모닝', '#상인동레이지모닝']",행복
61,ㅡ바쁘다는 말 하는 시간도 아까운 풀예약 .너무 바쁘네 😳🥲💛시간을 아껴쓰자💪🏻💪🏻💪🏻💛.,"['#보니타플라워', '#노랑꽃다발']",행복
62,"한국심리교육원누구에게나 발생하는 상처,누가 상처를 주었느냐 보다는 자신의 마음에 발생되어 있는 상처를 치료해야 합니다. 잘잘못은 치료 후에 생각해도 늦지 않을 것입니다. *****Add the popfam:Follow @kip_www.kip.acFollow @kip_psychologytherapyFollow @kip_mothertherapyFollow @kip_infidelitytherapyFollow @kip_sextrainingFollow @jip_xesFollow @infidelitytherapyFollow @jip_mothertherapy*****🙂","['#마음이론', '#성마음이론', '#마음치료', '#심리치료', '#심리포럼', '#외도테라피', '#마더테라피', '#여성아카데미', '#인생컨설팅', '#행복', '#치료', '#스트레스', '#상처', '#마음교육', '#행복능력', '#한국심리교육원']",행복
63,누가 보면 산책 안하는 줄 알겠어.. 밖에 그리도 나가고 싶니…영혼을 밖으로 내보는 중이신듯 방방아.. (너네 언니 아프대)격리 중인 우리 민화찡 몸 상태도 모르고 산책이 나가고 싶은 방바이 🥲,"['#산책이란', '#행복?']",행복
64,집으로 온 후 꿀잠낯선 환경이라 그런지..처음엔 적응을 못하다가 어느 순간 잠만자는 우리딸 신생아시절😍집이 제일 편안하고 행복한 공간이 되었음 하는 엄빠의 마음이 전달되어 행복한 꿈만꾸길~,"['#집으로', '#쿨쿨', '#행복']",행복
65,👰‍♂️🧑‍💼2022년 4월 30일따스한 봄날 드디어 결혼합니다~~!!!제이아트웨딩홀 3층 페디스홀 2시30분,"['#4월30일', '#결혼해요', '#4월의신부', '#행복', '#두근두근', '#제이아트웨딩홀', '#사랑해요']",행복
66,-하체하기 좋은날씨다🌨오늘같은 날씨에 하체하는데소름돋는 선곡 덕분에 초집중해서하체탈탈 ㅋㅋㅋ💦발라드들으면서 운동하면 집중잘되는건나만그런가~~~???? ㅎㅎㅎ아무튼 오늘 날씨흐려서 속상했는데운동잘되서 기분좋고 선곡좋아서 기분좋고여러모로 행복한오늘!!🎂🎁🎊💓-,"['#부산', '#운동', '#운동하는여자', '#운동녀', '#웨이트', '#운스타그램', '#헬스타그램', '#다이어트', '#다이어터', '#유지어터', '#자기관리', '#4월생', '#해피데이', '#행복', '#바디체크', '#일상', '#데일리']",행복
67,한국심리교육원 행복하게 살고 싶은가요?마음의 상처를 살펴보세요.*****Add the popfam:Follow @kip_www.kip.acFollow @kip_psychologytherapyFollow @kip_mothertherapyFollow @kip_infidelitytherapyFollow @kip_sextrainingFollow @jip_xesFollow @infidelitytherapyFollow @jip_mothertherapy*****🙂,"['#마음이론', '#성마음이론', '#마음치료', '#심리치료', '#심리포럼', '#외도테라피', '#마더테라피', '#여성아카데미', '#인생컨설팅', '#행복', '#치료', '#스트레스', '#상처', '#마음교육', '#행복능력', '#한국심리교육원']",행복
68,제스트의 일주일의 마무리는 익산팀❤️행복 별거 없어요 그냥 즐겨보는거죠🍀--일상에 활력을 불어 넣어주는 제스트🍀 익산에 계신 많은 여성분들을 정중히 제스트로 모셔봅니다🔥-😛이런분들에게 강추합니다🔥👧🏻:난 활동적인 운동이 좋아!👩🏻: 나도 ,"['#골때리는그녀들', '#제스트', '#풋살', '#행복', '#축구', '#여자풋살', '#여자축구']",행복
69,남지유채꽃코로나로 2년간 폐쇄되었던 유채밭~  방문자제라지만 이쁜꽃을 어찌 안볼수있나~이렇게 아름다운 자연을 주신 하나님께 백배천배 감사한마음~^^,"['#유채꽃', '#행복', '#감사', '#일상회복', '#코로나종식']",행복
70,@bin_gorgeous << 재밌는 글과 영상 많아요♥명품은 찐인가 ㄷㄷㄷ..................,"['#샤넬', '#샤넬쇼', '#제니', '#빙하', '#유머', '#유머스타그램', '#웃자', '#웃으면복이와요', '#행복', '#4월', '#커플스타그램']",행복
71,마라도와 가파도로 가는 여객선이 다니는 운진항에 셀프사진관이 있어요제주스러운 돌창고를 사진관으로 꾸미고 손님이 리모컨으로 직접 자기사진을 찍을 수 있는 셀프스튜디오로 운영하고 있네요이름도 돌담사진관 이라니 정말 제주스럽네요...,"['#제주도사진관', '#돌담사진관', '#돌창고', '#마라도가는여객선', '#가파도가는길', '#운진항', '#모슬포항', '#대정읍', '#제주도가볼만한곳', '#서귀포가볼만한곳', '#대정가볼만한곳', '#셀프사진관', '#제주도비올때가볼만한곳', '#제주도가족여행', '#아이와제주여행', '#오늘', '#지금', '#행복']",행복
72,.컨디션이 몸이 천근만근그러나 움직일수밖에 움직여서 움직일수밖에 움직이고있는….아이들 공부방에 서브라이즈 플라워 🤎❤️🧡꽂아 놓고 배시시☺️기운나서 식탁에 앉아 꽃보며 일하는 오전오후☄️💥🔥텐션..비타민챙겨먹고 밤까지 이어지는 스케줄 고고!!!아..오늘 달콤북클럽있구나 🌪...,"['#시간관리', '#플래너쓰는이유', '#평일을달린다', '#달콤플래너', '#계획있는뇨자', '#정리', '#습관', '#계획', '#주도적', '#딸', '#미소', '#자매', '#딸스타그램', '#딸바보', '#키즈', '#딸딸맘', '#육아스타그램', '#육아소통', '#행복', '#줌마그램']",행복
73,"한국심리교육원건강한 몸은 생존을 위해 필요하고, 건강한 마음은 행복을 위해 필요합니다. 행복하게 살아가기 위해서는 몸과 마음이 모두 중요합니다. *****Add the popfam:Follow @kip_www.kip.acFollow @kip_psychologytherapyFollow @kip_mothertherapyFollow @kip_infidelitytherapyFollow @kip_sextrainingFollow @jip_xesFollow @infidelitytherapyFollow @jip_mothertherapy*****🙂","['#마음이론', '#성마음이론', '#마음치료', '#심리치료', '#심리포럼', '#외도테라피', '#마더테라피', '#여성아카데미', '#인생컨설팅', '#행복', '#치료', '#스트레스', '#상처', '#상처치료', '#심리치료', '#마음교육', '#행복능력', '#한국심리교육원']",행복
74,제스트의 일주일의 마무리는 익산팀❤️행복 별거 없어요 그냥 즐겨보는거죠🍀--일상에 활력을 불어 넣어주는 제스트🍀 익산에 계신 많은 여성분들을 정중히 제스트로 모셔봅니다🔥-😛이런분들에게 강추합니다🔥👧🏻:난 활동적인 운동이 좋아!👩🏻: 나도 ,"['#골때리는그녀들', '#제스트', '#풋살', '#행복', '#축구', '#여자풋살', '#여자축구']",행복
75,@yeopsongi_1 << 재밌는 글과 영상 많아요♥아앜ㅋㅋㅋ진짴ㅋㅋㅋㅋㅋ.................. ,"['#5g', '#속도', '#논란', '#개웃김', '#유머', '#유머스타그램', '#웃자', '#웃으면복이와요', '#행복', '#4월', '#커플스타그램']",행복
76,"트래블링이 뭘까?😁🏀""더퍼스트스포츠 동탄점""원어민 코치님과 함께하는 신나는 영어농구교실* 주말A : 매주 토 09:00 ~ 09:50* 주말B : 매주 토 10:00 ~ 11:20* 주말C : 매주 토 11:30 ~ 12:50- 모집대상 : 7세 ~ 14세- 오시는길 : 경기도 오산시 외삼미로 55-5 대한스포츠아카데미• 무료체험 신청 가능합니다",[],행복
77,Fun day in Houston with my new bestie~💕Miss you and see you soon!,"['#휴스턴', '#Houston', '#파이팅', '#wednesday', '#happy', '#daily', '#하루', '#2022', '#4월14일', '#수고했어', '#4월', '#오늘', '#목요일', '#사진', '#셀카', '#selca', '#행복', '#행복한일', '#앞머리', '#selcagram', '#셀카그램', '#행복해', '#재밌다', '#여행', '#베프', '#친구', '#bestie']",행복
78,"⠀야근 끝! 행복 시작!💓워라밸 생활 얻는 법?알아서 챙겨주는 직원 생일 관리 솔루션, 생일24로!⠀🎉직원생일이 다가오면 자동으로 알람톡 발송하고!🎁직원들이 직접 선물을 선택하면 선물 배송까지!⠀신경 쓰지 않아도 알아서 다 해주는 솔루션생일24 지금 바로 도입해보세요:)⠀",[],행복
79,",오랫만에 메인을 장식한 하루 :)너에게 정말 신경을 못써주는 것 같아 미안해.내 몸뚱아리가 두개였음 좋겠다...,,그나저나벌써 봄이 후퇴하고 있는 듯.마의 계절의 여여여여름이 다가오고 있다.이제 몇시에 산책해야 하나. 망했...🤮,그리고 별이 첫 신발 신은 날은 하루와 함께 :),,","['#애개육아', '#시바와아기', '#시바육아', '#시바', '#시바이누', '#시바견', '#시바스타그램', '#펫스타그램', '#반려견', '#멍스타그램', '#행복', '#사랑해', '#일상', '#직딩', '#재택근무', '#겨울', '#산책', '#pet', '#dog', '#shiba', '#shibainu', '#shibastagram', '#pet', '#petstagram', '#happy', '#daily', '#love', '#family', '#puppy', '#しばいぬ']",행복
80,"👏You 그냥 가지말고 밑에 글을 보고 가세요👏요즘 세상 맞벌이로 생활을 해도 자식 키우고 외식하고이쁜 옷 한벌 사는것도 눈치보이죠?!!제가 도와드릴께요. 💗초코데디💗 정보를 알려줄테니 읽어보세요👉무료회원가입👈가입 후 출석체크만 잘하면 최소 10만원부터!!!!But 알바와정규직이랑 차이가 있듯이 차이는 있겠죠?👉언제.어디서.연령👈시간과 장소 상관없이 누구나 SNS홍보글 작성으로☆수익창출☆👉본사 이벤트👈""제택부업"" 본사의 수익보다 회원님들에게수익 100% 월급으로 주는👐자동수익 시스템 적용👐👉이벤트👈아직까지 설명으로 부족하지만 더 많은 수익창출을위해 노력하는 본사가 당신을 기다리고 있습니다.고민하지말고 365일 24시간 문의 주세요저와 제 사람들은 지금도 💰💰💰 파티중♡"" 요즘 누구나 쉽게 다가갈수 있는 부업 ""제가 도와드릴께요^_^저 초코데디 믿고 시작해봅시다.",[],행복
81,걷기가 점점 빨라지고 이동이 거의 나루토 수준이라 잡으러 다니기 바쁨 ㅎㅎ엄마는 실패한 사진찍기 나는 나름 성공😀😀내 빵은 건드리지 마라 최이든😅,"['#어남국', '#어남국부부', '#최이든', '#걷는아가', '#나루토', '#분신술', '#빠르다', '#잡으러다니기바쁨', '#아빠무릎', '#아악', '#행복', '#아들스타그램', '#아빠스타그램']",행복
82,"아직 코로나때문에 일상생활하기 힘드시죠저도 맨날 일집 일집 반복입니다.상황이 이렇다 보니 더 집콕이더라구요,그래서 더욱더 부업에 매진중입니다하늘에서 절대 돈 안떨어지더라구요제가 하는만큼 번다고 생각이 들어서누구보다 열심히 하는 중입니다.열심히 하다보면 언젠가는 빚도 다 갚고빚 없이 행복한 걱정없는 삶이 오겠져?",[],행복
83,얼마만에 뮤지컬이야♡생각할수록 기분전환이 된다~집에 와서 노래 불렀더니첫째는 좋대고둘째는 시끄럽다고 귀를 막네.엄마가 많이 보고 더 연습할게 ㅋㅋㅋ,"['#지킬앤하이드', '#카이', '#선민', '#이지혜', '#샤롯데씨어터', '#힐링', '#행복']",행복
84,"'비눔' 1호점 <궁동점>인생샷 무조건 건지는비눔 갈 파티원 모집중 💗-우드톤 인테리어로 감성을 한층 업 시킨 '비눔' 궁동점입니다🤗-예쁜 순간을 위한 다양한 소품 마련은 기본😚😘-""비도 오는데 분위기 좋은 술집에서 와인 한잔 하자""-주소 : 대전 유성구 대학로145번길 30(궁동정류장에서 도보 이용 가능)전화번호 : 010-5947-9614-","['#비눔', '#궁동', '#비눔궁동점', '#와인스타그램', '#wine', '#궁동맛집', '#궁동술집', '#충남대술집', '#혼술', '#맛집', '#맛스타그램', '#봄맞이오픈', '#jmt', '#잔술']",행복
85,엄마 출근할때도 따라간다고엄마랑 절대 안떨어질거고엄마 잘때도 손잡고 잘거라고장난치고 등에 매달리고까불고  난리난리😝 개구쟁이랑산닼ㅋㅋㅋㅋㅋㅋ,"['#일상', '#육아', '#청양띠맘', '#8살', '#딸바보', '#딸스타그램', '#딸등신', '#얼스타그램', '#몸스타그램', '#먹스타그램', '#좋아요', '#고슴도치맘', '#워킹맘', '#행복', '#출근', '#하기전', '#퇴근마렵다', '#k2', '#광고아님', '#럽스타그램', '#육아스타그램', '#기록']",행복
86,"After our ‘adventure’ in Inala, a quick stop for a refreshing drink. 🥰🥰",[],행복
87,"When you open your mouth wide, laughter, crying, joy, pain, anxiety, and hope are all communicated입을 크게 벌리면 웃음도, 울음도, 기쁨도, 아픔도, 불안도, 희망도 모조리 통한다","['#기쁨', '#불행', '#행복', '#아픔', '#웃음', '#희망', '#고뇌', '#해결', '#감정', '#교통', '#왕래', '#이것', '#저것', '#그것', '#Joy', '#unhappy', '#happiness', '#pain', '#laughter', '#hope', '#guish', '#solution', '#emotional', '#portation', '#wandering', '#this', '#that', '#it', '#nft', '#nftcommunity']",행복
88,사랑은 모든 허다한 죄들을덮는다사랑은 사람의 마음을열어주는 열쇠이다사랑은 영혼을길러주고보살펴준다.,"['#사랑', '#기쁨', '#행복', '#영혼', '#성화', '#정화', '#치유', '#힐링', '#슬픔', '#충만', '#진리', '#사람', '#동물', '#가족', '#친구', '#연인', '#인스타', '#소통']",행복
89,날씨가 갑자기 왜이렇게 더워진지..얼마전 방송상품으로 구매한 LINE 원피스두지금 입기 너무 덥다구유😭,[],행복
90,"속상하면 제일 먼저 속이 상하죠.그럴 땐, 라떼로 부드럽게 커피를 즐기세요.부드러운 라떼가 속도 마음도 달래줄 거예요.다정함을 품은 커피 한 잔.고급 원두와 섬세한 로스팅으로 완성한AGF 드립커피가 우유를 품은 AGF 라떼라면 더 다정하겠죠?🥛🥰☕️✔️엄선한 고품질의 아라비카 원두 100%✔️커피 전문 감정사가 구현한 향기로운 블렌드✔️초 단위 미세 온도조절 로스팅 공법이 완성한 프리미엄 커피!•••","['#AGF', '#AGF커피', '#드립커피', '#프리미엄커피', '#홈카페그램', '#아메리카노', '#드립백커피', '#커피추천', '#핸드드립', '#라떼', '#아라', '#따라', '#우유', '#부드러움', '#행복']",행복
91,"⠀여느 때와 똑같은 하루,문득 정신을 차려보니 벌써4월 중순을 향하고 있네요🗓여러분의 오늘 하루는 어땠나요?바쁜 일과 속에서 나의 마음을챙길 시간이 없진 않았나요?가끔은 한적한 오후에 저 멀리구름 소리를 듣는 것만으로도하루가 특별해지기도 한답니다☁️지금 바로 <프로필 링크>에서일상의 따뜻한 소리와 함께여유를 가져보는 건 어떨까요?🎧",[],행복
92,여권 찾구간만에 청주시내 나와서남편이랑 데이트~~❤️행보꾸🥰🥰🥰🥰🥰(인형오락실가서 6천원 돈잃는거 안비밀ㅋㅋ),"['#청주', '#성안길', '#성안길맛집', '#하루', '#연어', '#돈코츠라멘', '#돈가스맛집', '#데이트맛집', '#오창', '#청주시내', '#예비부부', '#동갑내기부부', '#결혼준비', '#부부스타그램', '#맛집스타그램', '#like4likes', '#행복', '#❤️']",행복
93,손짜장은 손가락으로 먹어야 제맛ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ어제 TV에 김갑수와 장민호가 나오는 갓파더를 보고 얼마나웃었는지 모릅니다.짜장면 배달시켜 먹는데젖가락이 없어서 비닐장갑 끼고짜장면을 섞고 손으로 먹는 장면이있길래 써봤습니다.여러가지 웃기는 장면이 많이나왔고 이렇게 웃어보긴 오랜만이었습니다.웃음은 보약입니다.,"['#캘리그라피', '#좋은글', '#예쁜글', '#감성글', '#손글씨', '#사랑', '#행복', '#봄', '#짜장면']",행복
94,나의 출근🧑‍💼 필수템 비에톤 멀티스틱 밤과 인셀덤 4D쿠션건조한 사무실 환경에서 촉촉💧하고 생기💓있는 피부를 관리하는 방법~비에톤 멀티스틱 밤피부 밀착력이 높아 어느 각도에서도 자연스러운 광채피부를 표현하는인셀덤 4D쿠션~무엇보다 피부가 답답하지 않아 느무 좋은 제품~💕강추합니다~👍🤩Ein MUSS für meine Arbeitstage: Das VIETON MULTI STICK BALM und das INCELLDERM 4D CUSHIONMit dem VIETON MULTI STICK BALM können Sie sich ihre Haut auch im Büro pflegen!Für eine strahlende und reine Haut ist das deckende INCELLDERM 4D CUSHION die perfekte Wahl! 👍🥰,"['#베를린', '#독일', '#일상', '#행복', '#워킹맘', '#사무실', '#멀티스틱밤', '#쿠션', '#인셀덤', '#자연광', '#뷰티그램', '#berlin', '#germany', '#daily', '#workingmom', '#balm', '#cushion', '#incellderm', '#kbeautyskincare', '#hautpflege', '#happy', '#together']",행복
95,"2022.04.14(목)장소:은평구디 이니셔티브 새로운 기획📚그 이후의 이야기 -박상아, 우리의 삶은 엉망진창으로 아름답다.-📕저도 아이를 키우는 아빠로서, 엄마는 아니지만 책은 내용과 그 이후의 이야기를 볼때마다 저를 되돌아보고 마음을 다시잡게되는 힘이 있습니다.육아에 지치고 힘드시고 반대로 행복을 찾는분들께 추천드립니다. 위로를 받으실 것입니다.","['#디이셔티브', '#일상', '#행복', '#위로', '#우리의삶은엉망진창으로아름답다.', '#에세이@park_sanga', '#우리의삶은엉망진창으로아름답다...', '#독서스타그램', '#책스타그램', '#illustration', '#일러스트', '#북일러스트', '#bookillustration', '#bookstagram', '#육아일상', '#육아스타그램', '#에세이', '#에세이그램']",행복
96,코로나 확진..공부도 집중이 잘 안되고혹독한 감기몸살증상우선..인생의 낙이었던 맛을 못느끼는 지금..휴..유난히 더 늘어지는 요즘진짜 중요한 시기인데..어서 지나가자~🙏,"['#셀피', '#셀카', '#셀카그램', '#인친', '#선팔', '#일상', '#직딩', '#데일리', '#daily', '#happy', '#memories', '#everyday', '#행복', '#얼굴', '#face', '#selfcam', '#치즈', '#스마일', '#self', '#sel', '#selfie', '#insta', '#코로나', '#코비드', '#확진', '#휴유증']",행복
97,매주 목요일 업로드될 C맨소개 컨텐츠그 첫번째를 장식할 간사님편입니다!제주대 캠퍼스에는 어떤 간사님들이 계실까??제주대학교에서 순장님들과 순원들을 지도해주시는 간사님들을 간단히 소개해보았습니다!궁금한 사항은 자유롭게 질문 해 주세요!...,"['#제주', '#제주대학교', '#제주대동아리', '#기독교동아리', '#동아리', '#제주ccc', '#제주대ccc', '#cccgram', '#간사', '#순장', '#순원', '#대학생', '#신입생', '#재학생', '#복학생', '#누구든', '#환영', '#일상', '#소통', '#사랑', '#기쁨', '#행복', '#공동체']",행복
98,올해의 마지막꽃놀이는 박물관에서인가 ..나도 저시대사람이었슴 절케 마차타고 꽃놀이 다녔을라나예쁜게 너무 많아 큰일이네 ㅋㅋㅋㅋㅋ ,"['#갖고싶다.이', '#국립중앙박물관', '#꽃놀이', '#벚꽃놀이', '#매화꽃', '#행복', '#좋다그램', '#눈호강', '#힐링', '#반가사유상', '#사유의방']",행복
